kind,algorithm,n,block,repeat,algorithm_ms,wall_ms
scan,Efficient unoptimized,10000,64,8,0.154624,0.4752
scan,Efficient unoptimized,10000,64,9,0.195583999,0.588
scan,Efficient unoptimized,10000,64,10,0.177151993,0.6016
scan,Efficient unoptimized,10000,64,11,0.192512006,0.5747
scan,Efficient unoptimized,10000,64,12,0.156672001,0.4963
scan,Efficient unoptimized,10000,64,13,0.153600007,0.4998
scan,Efficient unoptimized,10000,64,14,0.162816003,0.4755
scan,Efficient unoptimized,10000,512,0,0.159743994,0.4656
scan,Efficient unoptimized,10000,512,1,0.173056006,0.497
scan,Efficient unoptimized,10000,512,2,0.159743994,0.4674
scan,Efficient unoptimized,10000,512,3,0.184320003,0.4818
scan,Efficient unoptimized,10000,512,4,0.172031999,0.4786
scan,Efficient unoptimized,10000,512,5,0.177151993,0.4725
scan,Efficient unoptimized,10000,512,6,0.160768002,0.4637
scan,Efficient unoptimized,10000,512,7,0.158720002,0.4567
scan,Efficient unoptimized,10000,512,8,0.184320003,0.4958
scan,Efficient unoptimized,10000,512,9,0.173056006,0.4653
scan,Efficient unoptimized,10000,512,10,0.173056006,0.4812
scan,Efficient unoptimized,10000,512,11,0.173056006,0.4718
scan,Efficient unoptimized,10000,512,12,0.173056006,0.4794
scan,Efficient unoptimized,10000,512,13,0.175104007,0.4706
scan,Efficient unoptimized,10000,512,14,0.178176001,0.4977
scan,Efficient unoptimized,10000,128,0,0.199680001,0.5048
scan,Efficient unoptimized,10000,128,1,0.176128,0.4811
scan,Efficient unoptimized,10000,128,2,0.130048007,0.4328
scan,Efficient unoptimized,10000,128,3,0.174079999,0.482
scan,Efficient unoptimized,10000,128,4,0.159743994,0.4644
scan,Efficient unoptimized,10000,128,5,0.175104007,0.4798
scan,Efficient unoptimized,10000,128,6,0.197632,0.4965
scan,Efficient unoptimized,10000,128,7,0.174079999,0.4804
scan,Efficient unoptimized,10000,128,8,0.159743994,0.4649
scan,Efficient unoptimized,10000,128,9,0.159743994,0.4578
scan,Efficient unoptimized,10000,128,10,0.174079999,0.4757
scan,Efficient unoptimized,10000,128,11,0.128000006,0.437
scan,Efficient unoptimized,10000,128,12,0.160768002,0.4579
scan,Efficient unoptimized,10000,128,13,0.168960005,0.4703
scan,Efficient unoptimized,10000,128,14,0.173056006,0.4675
scan,Efficient unoptimized,10000,1024,0,0.198655993,0.4992
scan,Efficient unoptimized,10000,1024,1,0.158720002,0.4545
scan,Efficient unoptimized,10000,1024,2,0.158720002,0.453
scan,Efficient unoptimized,10000,1024,3,0.162816003,0.5059
scan,Efficient unoptimized,10000,1024,4,0.155647993,0.4646
scan,Efficient unoptimized,10000,1024,5,0.162816003,0.4818
scan,Efficient unoptimized,10000,1024,6,0.163839996,0.4843
scan,Efficient unoptimized,10000,1024,7,0.162816003,0.4784
scan,Efficient unoptimized,10000,1024,8,0.182272002,0.5009
scan,Efficient unoptimized,10000,1024,9,0.160768002,0.4731
scan,Efficient unoptimized,10000,1024,10,0.163839996,0.4746
scan,Efficient unoptimized,10000,1024,11,0.161791995,0.5498
scan,Efficient unoptimized,10000,1024,12,0.186368003,0.7061
scan,Efficient unoptimized,10000,1024,13,0.25702399,0.9101
scan,Efficient unoptimized,10000,1024,14,0.192512006,0.7532
scan,Efficient,1048576,32,0,0.975359976,2.9891
scan,Efficient,1048576,32,1,1.00179195,3.0465
scan,Efficient,1048576,32,2,1.01209605,3.0007
scan,Efficient,1048576,32,3,1.00489604,3.1341
scan,Efficient,1048576,32,4,0.988192022,3.0808
scan,Efficient,1048576,32,5,0.987616003,3.0682
scan,Efficient,1048576,32,6,0.992864013,3.0556
scan,Efficient,1048576,32,7,1.00201595,3.0283
scan,Efficient,1048576,32,8,1.00499201,3.1423
scan,Efficient,1048576,32,9,1.00127995,3.1279
scan,Efficient,1048576,32,10,1.01689601,3.003
scan,Efficient,1048576,32,11,1.01052797,2.9389
scan,Efficient,1048576,32,12,1.01228797,2.9229
scan,Efficient,1048576,32,13,0.994239986,2.9055
scan,Efficient,1048576,32,14,1.01913595,3.4809
scan,Efficient,1048576,128,0,1.00963199,2.9301
scan,Efficient,1048576,128,1,1.01235199,3.0924
scan,Efficient,1048576,128,2,1.01529598,3.1806
scan,Efficient,1048576,128,3,1.02118397,3.1684
scan,Efficient,1048576,128,4,0.995039999,2.9732
scan,Efficient,1048576,128,5,0.980543971,2.8631
scan,Efficient,1048576,128,6,1.00652802,2.9009
scan,Efficient,1048576,128,7,1.05971205,3.4535
scan,Efficient,1048576,128,8,1.03449595,3.2731
scan,Efficient,1048576,128,9,0.979296029,2.978
scan,Efficient,1048576,128,10,1.01091194,2.9274
scan,Efficient,1048576,128,11,0.979456007,2.9127
scan,Efficient,1048576,128,12,0.983008027,3.3917
scan,Efficient,1048576,128,13,0.990592003,3.2469
scan,Efficient,1048576,128,14,0.995904028,3.0105
scan,Efficient,1048576,512,0,1.03436804,3.4711
scan,Efficient,1048576,512,1,0.994239986,3.0314
scan,Efficient,1048576,512,2,0.99020803,2.9879
scan,Efficient,1048576,512,3,0.976256013,2.9786
scan,Efficient,1048576,512,4,1.003456,2.9074
scan,Efficient,1048576,512,5,0.992223978,3.5448
scan,Efficient,1048576,512,6,1.00387204,3.2158
scan,Efficient,1048576,512,7,1.01638401,3.0089
scan,Efficient,1048576,512,8,0.976960003,3.0182
scan,Efficient,1048576,512,9,0.995199978,2.9202
scan,Efficient,1048576,512,10,0.996479988,3.038
scan,Efficient,1048576,512,11,1.02064002,3.2982
scan,Efficient,1048576,512,12,0.980799973,2.9874
scan,Efficient,1048576,512,13,0.982815981,2.9898
scan,Efficient,1048576,512,14,0.995999992,2.9874
scan,Efficient,1048576,1024,0,0.999008,2.9625
scan,Efficient,1048576,1024,1,1.01849604,3.0298
scan,Efficient,1048576,1024,2,1.01161599,3.1389
scan,Efficient,1048576,1024,3,1.08892798,3.6696
scan,Efficient,1048576,1024,4,1.00979197,3.0572
scan,Efficient,1048576,1024,5,1.00841606,2.9819
scan,Efficient,1048576,1024,6,1.01769602,2.9369
scan,Efficient,1048576,1024,7,1.03001595,2.924
scan,Efficient,1048576,1024,8,1.07916796,3.3518
scan,Efficient,1048576,1024,9,1.07830405,3.4335
scan,Efficient,1048576,1024,10,1.010432,3.1675
scan,Efficient,1048576,1024,11,1.00172806,3.1875
scan,Efficient,1048576,1024,12,1.03324795,3.0077
scan,Efficient,1048576,1024,13,1.02678394,3.1707
scan,Efficient,1048576,1024,14,1.03676796,3.1946
scan,Efficient,1048576,256,0,1.01516795,3.0523
scan,Efficient,1048576,256,1,1.01404798,3.529
scan,Efficient,1048576,256,2,0.99644798,3.1054
scan,Efficient,1048576,256,3,0.976575971,2.9637
scan,Efficient,1048576,256,4,1.00633597,3.0046
scan,Efficient,1048576,256,5,1.00214398,3.1296
scan,Efficient,1048576,256,6,1.02191997,3.3642
scan,Efficient,1048576,256,7,1.00512004,3.1016
scan,Efficient,1048576,256,8,1.00281596,3.0184
scan,Efficient,1048576,256,9,1.01923203,3.0096
scan,Efficient,1048576,256,10,0.982783973,3.048
scan,Efficient,1048576,256,11,1.029248,3.1236
scan,Efficient,1048576,256,12,1.011904,3.3478
scan,Efficient,1048576,256,13,0.995039999,3.0849
scan,Efficient,1048576,256,14,1.00035203,2.9481
scan,Efficient,1048576,64,0,1.02095997,3.1785
scan,Efficient,1048576,64,1,0.975040019,2.9829
scan,Efficient,1048576,64,2,0.987360001,2.9384
scan,Efficient,1048576,64,3,0.994431973,3.0482
scan,Efficient,1048576,64,4,1.028,3.5195
scan,Efficient,1048576,64,5,0.986495972,3.0833
scan,Efficient,1048576,64,6,0.990079999,2.95
scan,Efficient,1048576,64,7,0.97232002,3.0134
scan,Efficient,1048576,64,8,0.976768017,2.9514
scan,Efficient,1048576,64,9,1.00588799,3.1031
scan,Efficient,1048576,64,10,1.01443195,3.2904
scan,Efficient,1048576,64,11,0.986912012,3.0157
scan,Efficient,1048576,64,12,0.993215978,2.9413
scan,Efficient,1048576,64,13,1.00188804,2.9651
scan,Efficient,1048576,64,14,0.977919996,2.9978
scan,Shared naive,1048576,1024,0,0.265951991,2.3943
scan,Shared naive,1048576,1024,1,0.265215993,2.4078
scan,Shared naive,1048576,1024,2,0.264223993,2.407
scan,Shared naive,1048576,1024,3,0.268864006,2.8755
scan,Shared naive,1048576,1024,4,0.263359994,2.5327
scan,Shared naive,1048576,1024,5,0.264575988,2.4339
scan,Shared naive,1048576,1024,6,0.264735997,2.415
scan,Shared naive,1048576,1024,7,0.264479995,2.4997
scan,Shared naive,1048576,1024,8,0.273696005,2.4382
scan,Shared naive,1048576,1024,9,0.265471995,2.6005
scan,Shared naive,1048576,1024,10,0.267648011,2.9885
scan,Shared naive,1048576,1024,11,0.264959991,2.5371
scan,Shared naive,1048576,1024,12,0.264896005,2.4272
scan,Shared naive,1048576,1024,13,0.264672011,2.4247
scan,Shared naive,1048576,1024,14,0.278144002,2.4409
scan,Shared naive,1048576,128,0,0.199456006,2.3752
scan,Shared naive,1048576,128,1,0.198495999,2.364
scan,Shared naive,1048576,128,2,0.199167997,2.3431
scan,Shared naive,1048576,128,3,0.197791994,2.3474
scan,Shared naive,1048576,128,4,0.262463987,2.6742
scan,Shared naive,1048576,128,5,0.200736001,2.7869
scan,Shared naive,1048576,128,6,0.199039996,2.4926
scan,Shared naive,1048576,128,7,0.200287998,2.376
scan,Shared naive,1048576,128,8,0.202240005,2.3535
scan,Shared naive,1048576,128,9,0.199967995,2.337
scan,Shared naive,1048576,128,10,0.200192004,2.5204
scan,Shared naive,1048576,128,11,0.230304003,3.0291
scan,Shared naive,1048576,128,12,0.201120004,2.5506
scan,Shared naive,1048576,128,13,0.199264005,2.4331
scan,Shared naive,1048576,128,14,0.197216004,2.4342
scan,Shared naive,1048576,512,0,0.227200001,2.8429
scan,Shared naive,1048576,512,1,0.217311993,2.55
scan,Shared naive,1048576,512,2,0.216928005,2.4856
scan,Shared naive,1048576,512,3,0.217023998,2.4309
scan,Shared naive,1048576,512,4,0.216319993,2.4453
scan,Shared naive,1048576,512,5,0.226272002,2.4835
scan,Shared naive,1048576,512,6,0.219904006,2.8215
scan,Shared naive,1048576,512,7,0.219712004,2.6445
scan,Shared naive,1048576,512,8,0.217823997,2.4571
scan,Shared naive,1048576,512,9,0.214688003,2.4825
scan,Shared naive,1048576,512,10,0.217344001,2.4701
scan,Shared naive,1048576,512,11,0.227551997,2.6093
scan,Shared naive,1048576,512,12,0.250880003,2.7583
scan,Shared naive,1048576,512,13,0.338239998,3.1825
scan,Shared naive,1048576,512,14,0.289056003,2.5487
scan,Shared naive,1048576,32,0,0.277440012,2.6592
scan,Shared naive,1048576,32,1,0.277888,2.9813
scan,Shared naive,1048576,32,2,0.273312002,2.5853
scan,Shared naive,1048576,32,3,0.272832006,2.5254
scan,Shared naive,1048576,32,4,0.275456011,2.5212
scan,Shared naive,1048576,32,5,0.275712013,2.5714
scan,Shared naive,1048576,32,6,0.277759999,2.7693
scan,Shared naive,1048576,32,7,0.277951986,2.9068
scan,Shared naive,1048576,32,8,0.277792007,2.6346
scan,Shared naive,1048576,32,9,0.277024001,2.5975
scan,Shared naive,1048576,32,10,0.280575991,2.6315
scan,Shared naive,1048576,32,11,0.274176002,2.5316
scan,Shared naive,1048576,32,12,0.290751994,2.6832
scan,Shared naive,1048576,32,13,0.285856009,2.98
scan,Shared naive,1048576,32,14,0.277727991,2.6283
scan,Shared naive,1048576,64,0,0.206783995,2.4072
scan,Shared naive,1048576,64,1,0.211423993,2.6182
scan,Shared naive,1048576,64,2,0.239904001,2.8369
scan,Shared naive,1048576,64,3,0.208736002,2.4562
scan,Shared naive,1048576,64,4,0.208703995,2.4015
scan,Shared naive,1048576,64,5,0.208000004,2.3614
scan,Shared naive,1048576,64,6,0.225600004,2.3965
scan,Shared naive,1048576,64,7,0.206688002,2.6686
scan,Shared naive,1048576,64,8,0.209920004,2.8967
scan,Shared naive,1048576,64,9,0.208256006,2.487
scan,Shared naive,1048576,64,10,0.217600003,2.4265
scan,Shared naive,1048576,64,11,0.210304007,2.3811
scan,Shared naive,1048576,64,12,0.206816003,2.386
scan,Shared naive,1048576,64,13,0.238432005,2.4474
scan,Shared naive,1048576,64,14,0.215103999,2.6448
scan,Shared naive,1048576,256,0,0.202687994,2.3555
scan,Shared naive,1048576,256,1,0.203743994,2.3619
scan,Shared naive,1048576,256,2,0.205119997,2.5491
scan,Shared naive,1048576,256,3,0.208992004,2.5081
scan,Shared naive,1048576,256,4,0.221791998,2.448
scan,Shared naive,1048576,256,5,0.207903996,2.4576
scan,Shared naive,1048576,256,6,0.206144005,2.409
scan,Shared naive,1048576,256,7,0.206527993,2.4468
scan,Shared naive,1048576,256,8,0.205408007,2.3753
scan,Shared naive,1048576,256,9,0.208320007,2.5841
scan,Shared naive,1048576,256,10,0.208511993,2.4319
scan,Shared naive,1048576,256,11,0.204607993,2.3945
scan,Shared naive,1048576,256,12,0.228576005,2.7249
scan,Shared naive,1048576,256,13,0.203424007,2.5641
scan,Shared naive,1048576,256,14,0.207808003,2.6001
scan,Naive,1048576,64,0,1.85215998,4.0638
scan,Naive,1048576,64,1,1.84316802,4.0681
scan,Naive,1048576,64,2,1.84137595,4.1183
scan,Naive,1048576,64,3,1.84508801,4.1386
scan,Naive,1048576,64,4,1.84352005,4.0853
scan,Naive,1048576,64,5,1.84976006,4.139
scan,Naive,1048576,64,6,1.85161602,4.2081
scan,Naive,1048576,64,7,1.85049605,4.1732
scan,Naive,1048576,64,8,1.84710395,4.1885
scan,Naive,1048576,64,9,1.86176002,4.1536
scan,Naive,1048576,64,10,1.86729598,4.2536
scan,Naive,1048576,64,11,1.84063995,4.1463
scan,Naive,1048576,64,12,1.86326396,4.1079
scan,Naive,1048576,64,13,1.84771204,4.0944
scan,Naive,1048576,64,14,1.84755194,4.1432
scan,Naive,1048576,1024,0,1.84486401,3.9994
scan,Naive,1048576,1024,1,1.85782397,4.0603
scan,Naive,1048576,1024,2,1.85753596,4.1256
scan,Naive,1048576,1024,3,1.85011196,4.1311
scan,Naive,1048576,1024,4,1.84892797,4.0557
scan,Naive,1048576,1024,5,1.84905601,4.0088
scan,Naive,1048576,1024,6,1.85468805,4.041
scan,Naive,1048576,1024,7,1.848032,4.0967
scan,Naive,1048576,1024,8,1.85491204,4.1908
scan,Naive,1048576,1024,9,1.856704,4.1849
scan,Naive,1048576,1024,10,1.85289598,4.1694
scan,Naive,1048576,1024,11,1.88099205,4.1333
scan,Naive,1048576,1024,12,1.84396803,4.1271
scan,Naive,1048576,1024,13,1.84656,4.0059
scan,Naive,1048576,1024,14,1.85635197,4.0144
scan,Naive,1048576,128,0,1.85785604,4.1843
scan,Naive,1048576,128,1,1.88729596,4.174
scan,Naive,1048576,128,2,1.85318398,4.001
scan,Naive,1048576,128,3,1.85833597,4.0066
scan,Naive,1048576,128,4,1.86889601,4.263
scan,Naive,1048576,128,5,1.86399996,4.3734
scan,Naive,1048576,128,6,1.863168,4.2221
scan,Naive,1048576,128,7,1.85792005,4.0967
scan,Naive,1048576,128,8,1.86281598,3.9793
scan,Naive,1048576,128,9,1.86659205,4.1145
scan,Naive,1048576,128,10,1.859712,4.1777
scan,Naive,1048576,128,11,1.87663996,4.1406
scan,Naive,1048576,128,12,1.86608005,4.0382
scan,Naive,1048576,128,13,1.85779202,4.1035
scan,Naive,1048576,128,14,1.86540794,4.0788
scan,Naive,1048576,256,0,1.86176002,4.1757
scan,Naive,1048576,256,1,1.85964799,4.3114
scan,Naive,1048576,256,2,1.86361599,4.0606
scan,Naive,1048576,256,3,1.86668801,4.175
scan,Naive,1048576,256,4,1.86336005,4.069
scan,Naive,1048576,256,5,1.86092806,4.0361
scan,Naive,1048576,256,6,1.89612806,4.1505
scan,Naive,1048576,256,7,1.86681604,4.1447
scan,Naive,1048576,256,8,1.86284804,4.0111
scan,Naive,1048576,256,9,1.85948801,3.889
scan,Naive,1048576,256,10,1.86521602,3.9382
scan,Naive,1048576,256,11,1.89600003,4.1346
scan,Naive,1048576,256,12,1.85916805,3.9618
scan,Naive,1048576,256,13,1.86342394,4.0507
scan,Naive,1048576,256,14,1.86003196,3.9391
scan,Naive,1048576,32,0,2.11257601,4.246
scan,Naive,1048576,32,1,2.08921599,4.2277
scan,Naive,1048576,32,2,2.0938561,4.2308
scan,Naive,1048576,32,3,2.09529591,4.1644
scan,Naive,1048576,32,4,2.08784008,4.3545
scan,Naive,1048576,32,5,2.09401608,4.3291
scan,Naive,1048576,32,6,2.08656001,4.2124
scan,Naive,1048576,32,7,2.087744,4.1874
scan,Naive,1048576,32,8,2.08761597,4.1381
scan,Naive,1048576,32,9,2.09577608,4.3652
scan,Naive,1048576,32,10,2.09971189,4.3871
scan,Naive,1048576,32,11,2.09087992,4.5684
scan,Naive,1048576,32,12,2.10131192,4.5108
scan,Naive,1048576,32,13,2.0927999,4.4671
scan,Naive,1048576,32,14,2.09107208,4.3481
scan,Naive,1048576,512,0,1.85641599,4.1719
scan,Naive,1048576,512,1,1.87411201,4.0539
scan,Naive,1048576,512,2,1.86409605,4.1491
scan,Naive,1048576,512,3,1.86950397,4.1403
scan,Naive,1048576,512,4,1.86467195,4.1426
scan,Naive,1048576,512,5,1.87862396,4.0901
scan,Naive,1048576,512,6,1.87724805,4.1393
scan,Naive,1048576,512,7,1.86544001,4.0704
scan,Naive,1048576,512,8,1.86092806,3.9628
scan,Naive,1048576,512,9,1.85951996,4.0261
scan,Naive,1048576,512,10,1.86790395,4.3264
scan,Naive,1048576,512,11,1.87603199,4.3299
scan,Naive,1048576,512,12,1.85731196,4.0333
scan,Naive,1048576,512,13,1.86969602,4.1438
scan,Naive,1048576,512,14,1.85958397,4.1741
scan,Shared Blelloch,1048576,128,0,0.264959991,2.5684
scan,Shared Blelloch,1048576,128,1,0.259296,2.6175
scan,Shared Blelloch,1048576,128,2,0.278016001,2.9608
scan,Shared Blelloch,1048576,128,3,0.268319994,3.6933
scan,Shared Blelloch,1048576,128,4,0.257279992,2.6227
scan,Shared Blelloch,1048576,128,5,0.255264014,2.4782
scan,Shared Blelloch,1048576,128,6,0.256224006,2.5021
scan,Shared Blelloch,1048576,128,7,0.254880011,2.4813
scan,Shared Blelloch,1048576,128,8,0.272895992,2.8998
scan,Shared Blelloch,1048576,128,9,0.265152007,2.8347
scan,Shared Blelloch,1048576,128,10,0.261184007,2.6704
scan,Shared Blelloch,1048576,128,11,0.25673601,2.5814
scan,Shared Blelloch,1048576,128,12,0.251327991,2.5109
scan,Shared Blelloch,1048576,128,13,0.251520008,2.4285
scan,Shared Blelloch,1048576,128,14,0.251679987,2.4106
scan,Shared Blelloch,1048576,512,0,0.294559985,2.5242
scan,Shared Blelloch,1048576,512,1,0.295455992,2.5334
scan,Shared Blelloch,1048576,512,2,0.302399993,2.5939
scan,Shared Blelloch,1048576,512,3,0.301503986,3.0341
scan,Shared Blelloch,1048576,512,4,0.296640009,2.8576
scan,Shared Blelloch,1048576,512,5,0.308768004,2.7083
scan,Shared Blelloch,1048576,512,6,0.291456014,2.5848
scan,Shared Blelloch,1048576,512,7,0.298624009,2.5583
scan,Shared Blelloch,1048576,512,8,0.300096005,2.6933
scan,Shared Blelloch,1048576,512,9,0.32515201,2.8748
scan,Shared Blelloch,1048576,512,10,0.29321599,2.5422
scan,Shared Blelloch,1048576,512,11,0.293024004,2.4938
scan,Shared Blelloch,1048576,512,12,0.294335991,2.5442
scan,Shared Blelloch,1048576,512,13,0.311488003,2.642
scan,Shared Blelloch,1048576,512,14,0.300799996,2.7187
scan,Shared Blelloch,1048576,1024,0,0.421664,2.6919
scan,Shared Blelloch,1048576,1024,1,0.437151998,2.7173
scan,Shared Blelloch,1048576,1024,2,0.425760001,2.7526
scan,Shared Blelloch,1048576,1024,3,0.463647991,2.9219
scan,Shared Blelloch,1048576,1024,4,0.449184,2.8507
scan,Shared Blelloch,1048576,1024,5,0.461344004,3.1316
scan,Shared Blelloch,1048576,1024,6,0.423808008,3.0432
scan,Shared Blelloch,1048576,1024,7,0.425247997,2.8345
scan,Shared Blelloch,1048576,1024,8,0.423967987,2.8199
scan,Shared Blelloch,1048576,1024,9,0.442368001,2.9057
scan,Shared Blelloch,1048576,1024,10,0.425312012,2.7574
scan,Shared Blelloch,1048576,1024,11,0.420352012,2.6328
scan,Shared Blelloch,1048576,1024,12,0.420736015,2.6185
scan,Shared Blelloch,1048576,1024,13,0.418431997,2.6891
scan,Shared Blelloch,1048576,1024,14,0.425664008,2.7677
scan,Shared Blelloch,1048576,256,0,0.291615993,2.8015
scan,Shared Blelloch,1048576,256,1,0.278432012,2.6748
scan,Shared Blelloch,1048576,256,2,0.279359996,2.5984
scan,Shared Blelloch,1048576,256,3,0.289664,2.7427
scan,Shared Blelloch,1048576,256,4,0.282303989,2.8332
scan,Shared Blelloch,1048576,256,5,0.272480011,2.6353
scan,Shared Blelloch,1048576,256,6,0.271712005,2.5248
scan,Shared Blelloch,1048576,256,7,0.291904002,2.5455
scan,Shared Blelloch,1048576,256,8,0.282079995,2.6232
scan,Shared Blelloch,1048576,256,9,0.285919994,2.7552
scan,Shared Blelloch,1048576,256,10,0.277792007,2.5967
scan,Shared Blelloch,1048576,256,11,0.276479989,2.5516
scan,Shared Blelloch,1048576,256,12,0.269791991,2.5718
scan,Shared Blelloch,1048576,256,13,0.292383999,2.5998
scan,Shared Blelloch,1048576,256,14,0.275647998,2.5369
scan,Shared Blelloch,1048576,64,0,0.280864,2.6465
scan,Shared Blelloch,1048576,64,1,0.27660799,2.8696
scan,Shared Blelloch,1048576,64,2,0.281632006,2.7093
scan,Shared Blelloch,1048576,64,3,0.297248006,2.9857
scan,Shared Blelloch,1048576,64,4,0.270143986,2.6255
scan,Shared Blelloch,1048576,64,5,0.267360002,2.488
scan,Shared Blelloch,1048576,64,6,0.267040014,2.5949
scan,Shared Blelloch,1048576,64,7,0.307583988,3.1149
scan,Shared Blelloch,1048576,64,8,0.274208009,2.8694
scan,Shared Blelloch,1048576,64,9,0.268543988,2.85
scan,Shared Blelloch,1048576,64,10,0.282880008,2.6708
scan,Shared Blelloch,1048576,64,11,0.269856006,2.5876
scan,Shared Blelloch,1048576,64,12,0.269567996,2.6249
scan,Shared Blelloch,1048576,64,13,0.267455995,2.5113
scan,Shared Blelloch,1048576,64,14,0.313600004,2.633
scan,Shared Blelloch,1048576,32,0,0.340640008,2.6649
scan,Shared Blelloch,1048576,32,1,0.329504013,2.5296
scan,Shared Blelloch,1048576,32,2,0.328096002,2.4877
scan,Shared Blelloch,1048576,32,3,0.328895986,2.5617
scan,Shared Blelloch,1048576,32,4,0.348192006,2.6536
scan,Shared Blelloch,1048576,32,5,0.328736007,2.5222
scan,Shared Blelloch,1048576,32,6,0.329216003,2.5055
scan,Shared Blelloch,1048576,32,7,0.328319997,2.5315
scan,Shared Blelloch,1048576,32,8,0.345472008,2.7491
scan,Shared Blelloch,1048576,32,9,0.333696008,2.9229
scan,Shared Blelloch,1048576,32,10,0.359423995,2.8553
scan,Shared Blelloch,1048576,32,11,0.327679992,2.6807
scan,Shared Blelloch,1048576,32,12,0.332224011,2.6086
scan,Shared Blelloch,1048576,32,13,0.329183996,2.6552
scan,Shared Blelloch,1048576,32,14,0.34118399,2.8411
scan,Efficient unoptimized,1048576,512,0,1.35440004,3.5012
scan,Efficient unoptimized,1048576,512,1,1.35193598,3.4449
scan,Efficient unoptimized,1048576,512,2,1.35315204,3.4763
scan,Efficient unoptimized,1048576,512,3,1.35097599,3.4643
scan,Efficient unoptimized,1048576,512,4,1.35081601,3.39
scan,Efficient unoptimized,1048576,512,5,1.35667205,3.4289
scan,Efficient unoptimized,1048576,512,6,1.379264,3.4782
scan,Efficient unoptimized,1048576,512,7,1.55590403,3.8279
scan,Efficient unoptimized,1048576,512,8,1.35542405,3.6016
scan,Efficient unoptimized,1048576,512,9,1.34934402,3.5069
scan,Efficient unoptimized,1048576,512,10,1.37673604,3.4389
scan,Efficient unoptimized,1048576,512,11,1.34662402,3.3849
scan,Efficient unoptimized,1048576,512,12,1.36710405,3.3758
scan,Efficient unoptimized,1048576,512,13,1.35184002,3.3762
scan,Efficient unoptimized,1048576,512,14,1.34883201,3.615
scan,Efficient unoptimized,1048576,256,0,1.28867197,3.307
scan,Efficient unoptimized,1048576,256,1,1.30166399,3.4121
scan,Efficient unoptimized,1048576,256,2,1.28812802,3.4154
scan,Efficient unoptimized,1048576,256,3,1.32659197,3.4917
scan,Efficient unoptimized,1048576,256,4,1.28899205,3.614
scan,Efficient unoptimized,1048576,256,5,1.28963196,3.5017
scan,Efficient unoptimized,1048576,256,6,1.30553603,3.4914
scan,Efficient unoptimized,1048576,256,7,1.28876805,3.4942
scan,Efficient unoptimized,1048576,256,8,1.29305601,3.5271
scan,Efficient unoptimized,1048576,256,9,1.28688002,3.4494
scan,Efficient unoptimized,1048576,256,10,1.28134406,3.4428
scan,Efficient unoptimized,1048576,256,11,1.30099201,3.4632
scan,Efficient unoptimized,1048576,256,12,1.28838396,3.3741
scan,Efficient unoptimized,1048576,256,13,1.326208,3.781
scan,Efficient unoptimized,1048576,256,14,1.29190397,3.6031
scan,Efficient unoptimized,1048576,32,0,3.25430393,5.4036
scan,Efficient unoptimized,1048576,32,1,3.25103998,5.7499
scan,Efficient unoptimized,1048576,32,2,3.2616961,5.6307
scan,Efficient unoptimized,1048576,32,3,3.25327992,5.4711
scan,Efficient unoptimized,1048576,32,4,3.252352,5.4451
scan,Efficient unoptimized,1048576,32,5,3.25142407,5.3924
scan,Efficient unoptimized,1048576,32,6,3.25411201,5.3217
scan,Efficient unoptimized,1048576,32,7,3.25219202,5.3388
scan,Efficient unoptimized,1048576,32,8,3.24822402,5.3745
scan,Efficient unoptimized,1048576,32,9,3.25945592,5.292
scan,Efficient unoptimized,1048576,32,10,3.24672008,5.3782
scan,Efficient unoptimized,1048576,32,11,3.24383998,5.4079
scan,Efficient unoptimized,1048576,32,12,3.26371193,5.342
scan,Efficient unoptimized,1048576,32,13,3.25164795,5.3501
scan,Efficient unoptimized,1048576,32,14,3.25372791,5.511
scan,Efficient unoptimized,1048576,64,0,1.85715199,4.0361
scan,Efficient unoptimized,1048576,64,1,1.86422396,3.945
scan,Efficient unoptimized,1048576,64,2,1.86012805,3.8527
scan,Efficient unoptimized,1048576,64,3,1.85065603,3.9527
scan,Efficient unoptimized,1048576,64,4,1.83942401,3.9504
scan,Efficient unoptimized,1048576,64,5,1.84227204,3.8251
scan,Efficient unoptimized,1048576,64,6,1.84124804,3.7692
scan,Efficient unoptimized,1048576,64,7,1.83840001,3.8389
scan,Efficient unoptimized,1048576,64,8,1.84047997,4.0468
scan,Efficient unoptimized,1048576,64,9,1.83689594,3.912
scan,Efficient unoptimized,1048576,64,10,1.83967996,3.8753
scan,Efficient unoptimized,1048576,64,11,1.83894396,3.9413
scan,Efficient unoptimized,1048576,64,12,1.84598398,3.9816
scan,Efficient unoptimized,1048576,64,13,1.83820796,3.9173
scan,Efficient unoptimized,1048576,64,14,1.84284794,3.9064
scan,Efficient unoptimized,1048576,1024,0,1.82694399,3.8102
scan,Efficient unoptimized,1048576,1024,1,1.82518399,3.9045
scan,Efficient unoptimized,1048576,1024,2,1.82793605,3.9066
scan,Efficient unoptimized,1048576,1024,3,1.82515204,3.8914
scan,Efficient unoptimized,1048576,1024,4,1.82959998,3.8019
scan,Efficient unoptimized,1048576,1024,5,1.82476795,3.7572
scan,Efficient unoptimized,1048576,1024,6,1.87337601,3.9753
scan,Efficient unoptimized,1048576,1024,7,1.84928,4.195
scan,Efficient unoptimized,1048576,1024,8,1.85859203,4.024
scan,Efficient unoptimized,1048576,1024,9,1.82924795,3.973
